"RECORD_TYPE_CODE","RECORD_CATEGORY_CODE","REINSURANCE_YEAR","COMMODITY_CODE","PRACTICE_CODE","PRACTICE_NAME","PRACTICE_ABBREVIATION","LAST_RELEASED_DATE","RELEASED_DATE","DELETED_DATE"
"A00510","01","2023","0069","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0069","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0072","034","Early Spring Planted (OT)","ERLSPPTOT","","11/16/2022",""
"A00510","01","2023","0072","140","Fall Transplanted Irr.","FALLTRIRR","","4/7/2022",""
"A00510","01","2023","0072","340","Spring Transplanted Irr.","SPR TR IRR","","4/7/2022",""
"A00510","01","2023","0072","704","Fall Planted Irrigated","FALL PIRR","","4/7/2022",""
"A00510","01","2023","0072","772","Fall Transplanted Irr.(OT)","FTIRR OT","","4/7/2022",""
"A00510","01","2023","0072","773","Winter Direct Seeded Irr.(OC)","WINDSIRROC","","4/7/2022",""
"A00510","01","2023","0072","775","Winter Transplanted Irr.(OC)","WINTRIRROC","","4/7/2022",""
"A00510","01","2023","0072","973","Fall Planted(OC)","FP OC","","11/16/2022",""
"A00510","01","2023","0072","980","Summer Planted(OT)","SP OT","","11/16/2022",""
"A00510","01","2023","0072","982","Fall Planted Irrigated(OT)","FPI OT","","4/7/2022",""
"A00510","01","2023","0072","984","Spring Planted Irrigated(OT)","SPI OT","","11/16/2022",""
"A00510","01","2023","0072","985","Summer Planted Irrigated(OC)","SUPI OC","","4/7/2022",""
"A00510","01","2023","0073","007","Field Grown","FIELDGROWN","","12/21/2022",""
"A00510","01","2023","0073","008","Container","CONTAINER","","12/21/2022",""
"A00510","01","2023","0073","765","Field Grown(OC)","FLDGR OC","","12/21/2022",""
"A00510","01","2023","0074","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0074","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0074","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0074","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0075","026","Irrigated (Spring)","IRR SPRING","","11/16/2022",""
"A00510","01","2023","0075","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0075","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0075","919","Non-Irr. (Spring)(OC)","NI-S OC","","11/16/2022",""
"A00510","01","2023","0075","920","Non-Irr. (Spring)(OT)","NI-S OT","","11/16/2022",""
"A00510","01","2023","0079","714","Organic(Transitional) Non-Irr.","NON-IRROT","","4/7/2022",""
"A00510","01","2023","0081","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0081","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0081","094","Nfac (Irrigated)","NFAC-IRR","","6/17/2022",""
"A00510","01","2023","0081","095","Fac (Irrigated)","FAC IRR","","6/17/2022",""
"A00510","01","2023","0081","156","Non-Conventional(Irr)(OC)","NC IRROC","","11/16/2022",""
"A00510","01","2023","0081","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0081","725","Fac (Non-Irrigated)(OC)","FAC NI OC","","11/16/2022",""
"A00510","01","2023","0081","728","Nfac (Non-Irrigated)(OT)","NFAC-NI-OT","","11/16/2022",""
"A00510","01","2023","0081","739","Nfac (Irrigated)(OC)","NFAC-IRROC","","11/16/2022",""
"A00510","01","2023","0083","230","Winter Direct Seeded Irr.","WIN DS IRR","","4/7/2022",""
"A00510","01","2023","0083","240","Winter Transplanted Irr.","WIN TR IRR","","4/7/2022",""
"A00510","01","2023","0083","330","Spring Direct Seeded Irr.","SPR DS IRR","","4/7/2022",""
"A00510","01","2023","0083","340","Spring Transplanted Irr.","SPR TR IRR","","4/7/2022",""
"A00510","01","2023","0083","770","Fall Direct Seeded Irr.(OT)","FDSI OT","","4/7/2022",""
"A00510","01","2023","0083","773","Winter Direct Seeded Irr.(OC)","WINDSIRROC","","4/7/2022",""
"A00510","01","2023","0083","775","Winter Transplanted Irr.(OC)","WINTRIRROC","","4/7/2022",""
"A00510","01","2023","0084","182","Fall Planted Mid Season Irr.","FLPTMDSNIR","","4/7/2022",""
"A00510","01","2023","0084","184","Spring Planted Early Season Irr.","SPPTERSNIR","","4/7/2022",""
"A00510","01","2023","0084","186","Fall Planted Early Season Irr.(OC)","FPTESNIROC","","4/7/2022",""
"A00510","01","2023","0084","193","Spring Planted Early Season Irr.(OT)","SPTESNIROT","","4/7/2022",""
"A00510","01","2023","0084","200","Winter Planted Late Season Irr.(OC)","WPTLSNIROC","","8/9/2022",""
"A00510","01","2023","0084","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0084","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0084","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0084","763","Spring Planted Irr.(OC)","SPR PLT OC","","8/9/2022",""
"A00510","01","2023","0084","764","Spring Planted Irr.(OT)","SPR PLT OT","","8/9/2022",""
"A00510","01","2023","0086","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0086","141","Fall Transpltd Irr Staked","FTIRRS","","4/7/2022",""
"A00510","01","2023","0086","341","Spr. Transpltd Irr Staked","STIRRS","","4/7/2022",""
"A00510","01","2023","0086","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0086","783","Fall Transpltd Irr Staked(OC)","FTIRRS OC","","4/7/2022",""
"A00510","01","2023","0086","784","Fall Transpltd Irr Staked(OT)","FTIRRS OT","","4/7/2022",""
"A00510","01","2023","0086","787","Wtr. Transpltd Irr Staked(OC)","WTIRRS OC","","4/7/2022",""
"A00510","01","2023","0086","791","Spr. Transpltd Irr Staked(OC)","STIRRS OC","","4/7/2022",""
"A00510","01","2023","0086","932","Fall Transpltd Irr Mulch Staked(OT)","FTIMS OT","","8/9/2022",""
"A00510","01","2023","0086","933","Fall Transpltd Irr Unmulch Staked(OC)","FTIUS OC","","8/9/2022",""
"A00510","01","2023","0086","937","Spr Transpltd Irr Mulch Staked(OC)","343 OC","","8/9/2022",""
"A00510","01","2023","0086","945","Irr. Mulch Staked(OC)","503 OC","","11/16/2022",""
"A00510","01","2023","0087","112","Early (Non-Irrigated)","EARLY NIRR","","11/16/2022",""
"A00510","01","2023","0087","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0087","844","Late (Non-Irrigated)(OT)","L - NI OT","","11/16/2022",""
"A00510","01","2023","0088","428","Apr - May Index Interval (Irrigated)","APRMAYIRR","","8/24/2022",""
"A00510","01","2023","0088","432","Aug - Sep Index Interval (Irrigated)","AUGSEPIRR","","8/24/2022",""
"A00510","01","2023","0088","434","Oct - Nov Index Interval (Irrigated)","OCTNOVIRR","","8/24/2022",""
"A00510","01","2023","0088","465","Jan - Feb Index Interval (Irr) (OC)","JANFEBIROC","","8/30/2022",""
"A00510","01","2023","0088","466","Feb - Mar Index Interval (Irr) (OC)","FEBMARIROC","","8/30/2022",""
"A00510","01","2023","0088","467","Mar - Apr Index Interval (Irr) (OC)","MARAPRIROC","","8/30/2022",""
"A00510","01","2023","0088","474","Oct - Nov Index Interval (Irr) (OC)","OCTNOVIROC","","8/30/2022",""
"A00510","01","2023","0088","475","Nov - Dec Index Interval (Irr) (OC)","NOVDECIROC","","8/30/2022",""
"A00510","01","2023","0088","490","Jun - Jul Index Interval (Irr) (OT)","JUNJULIROT","","8/30/2022",""
"A00510","01","2023","0088","495","Nov - Dec Index Interval (Irr) (OT)","NOVDECIROT","","8/30/2022",""
"A00510","01","2023","0088","530","Jun - Jul Index Interval (Non-Irrigated)","JUNJULNIRR","","8/24/2022",""
"A00510","01","2023","0088","534","Oct - Nov Index Interval (Non-Irrigated)","OCTNOVNIRR","","8/24/2022",""
"A00510","01","2023","0088","535","Nov - Dec Index Interval (Non-Irrigated)","NOVDECNIRR","","8/24/2022",""
"A00510","01","2023","0088","572","Aug - Sep Index Interval (Non-Irr) (OC)","AUGSEPNIOC","","8/24/2022",""
"A00510","01","2023","0088","573","Sep - Oct Index Interval (Non-Irr) (OC)","SEPOCTNIOC","","8/24/2022",""
"A00510","01","2023","0088","574","Oct - Nov Index Interval (Non-Irr) (OC)","OCTNOVNIOC","","8/24/2022",""
"A00510","01","2023","0088","588","Apr - May Index Interval (Non-Irr) (OT)","APRMAYNIOT","","8/24/2022",""
"A00510","01","2023","0088","594","Oct - Nov Index Interval (Non-Irr) (OT)","OCTNOVNIOT","","8/24/2022",""
"A00510","01","2023","0088","628","Apr - May Index Interval","APR-MAYINT","","8/24/2022",""
"A00510","01","2023","0088","632","Aug - Sep Index Interval","AUG-SEPINT","","8/24/2022",""
"A00510","01","2023","0091","004","Continuous Cropping","CONT CROP","","6/17/2022",""
"A00510","01","2023","0062","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0062","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0062","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0062","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0062","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0064","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0064","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0064","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0066","002","Irrigated","IRRIGATED","","4/7/2022",""
"A00510","01","2023","0067","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0069","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0069","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0072","330","Spring Direct Seeded Irr.","SPR DS IRR","","4/7/2022",""
"A00510","01","2023","0072","703","Early Spring Planted","EARLYSPPLT","","11/16/2022",""
"A00510","01","2023","0072","705","Spring Planted Irrigated","SPR PL IRR","","11/16/2022",""
"A00510","01","2023","0072","769","Fall Direct Seeded Irr.(OC)","FDSI OC","","4/7/2022",""
"A00510","01","2023","0072","770","Fall Direct Seeded Irr.(OT)","FDSI OT","","4/7/2022",""
"A00510","01","2023","0072","774","Winter Direct Seeded Irr.(OT)","WINDSIRROT","","4/7/2022",""
"A00510","01","2023","0072","776","Winter Transplanted Irr.(OT)","WINTRIRROT","","4/7/2022",""
"A00510","01","2023","0072","976","Spring Planted(OT)","SP OT","","11/16/2022",""
"A00510","01","2023","0072","977","Winter Planted Irrigated(OC)","WPI OC","","4/7/2022",""
"A00510","01","2023","0072","979","Summer Planted(OC)","SP OC","","11/16/2022",""
"A00510","01","2023","0072","986","Summer Planted Irrigated(OT)","SUPI OT","","4/7/2022",""
"A00510","01","2023","0074","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0075","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0078","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0078","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0081","043","Fac (Non-Irrigated)","FAC NIRR","","6/17/2022",""
"A00510","01","2023","0081","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0081","726","Fac (Non-Irrigated)(OT)","FAC NI OT","","11/16/2022",""
"A00510","01","2023","0081","727","Nfac (Non-Irrigated)(OC)","NFAC-NI-OC","","11/16/2022",""
"A00510","01","2023","0083","772","Fall Transplanted Irr.(OT)","FTIRR OT","","4/7/2022",""
"A00510","01","2023","0083","778","Spring Direct Seeded Irr.(OT)","SPRDSIRROT","","4/7/2022",""
"A00510","01","2023","0083","779","Spring Transplanted Irr.(OC)","SPRTRIRROC","","4/7/2022",""
"A00510","01","2023","0084","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0084","120","Fall Planted Irr.","FALLPLTIRR","","6/17/2022",""
"A00510","01","2023","0084","189","Fall Planted Mid Season Irr.(OT)","FPTMSNIROT","","4/7/2022",""
"A00510","01","2023","0084","194","Spring Planted Late Season Irr.(OC)","SPTLSNIROC","","4/7/2022",""
"A00510","01","2023","0084","195","Spring Planted Late Season Irr.(OT)","SPTLSNIROT","","4/7/2022",""
"A00510","01","2023","0084","197","Winter Planted Late Season Irr.","WTPTLTSNIR","","8/9/2022",""
"A00510","01","2023","0084","320","Spring Planted Irr.","SPR PL IRR","","8/9/2022",""
"A00510","01","2023","0084","713","Organic(Certified) Non-Irr.","NON-IRROC","","8/9/2022",""
"A00510","01","2023","0084","762","Winter Planted Irr.(OT)","WINPLIRROT","","6/17/2022",""
"A00510","01","2023","0084","929","Summer Planted Irr.(OC)","SUPI OC","","8/9/2022",""
"A00510","01","2023","0086","144","Fall Transpltd Irr Unmulch Staked","FTIRRUMS","","8/9/2022",""
"A00510","01","2023","0086","938","Spr Transpltd Irr Mulch Staked(OT)","343 OT","","8/9/2022",""
"A00510","01","2023","0086","946","Irr. Mulch Staked(OT)","503 OT","","11/16/2022",""
"A00510","01","2023","0086","948","Smr Transpltd Irr Mulch Staked(OT)","STIRRMSOT","","11/16/2022",""
"A00510","01","2023","0086","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0087","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0087","062","Transplanted Machine Harvest","TRANS MH","","11/16/2022",""
"A00510","01","2023","0087","113","Late (Non-Irrigated)","LATE(NIRR)","","11/16/2022",""
"A00510","01","2023","0087","114","Early (Irrigated)","EARLY-IRR","","11/16/2022",""
"A00510","01","2023","0087","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0087","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0087","843","Late (Non-Irrigated)(OC)","L - NI OC","","11/16/2022",""
"A00510","01","2023","0087","846","Early (Irrigated)(OT)","E - I OT","","11/16/2022",""
"A00510","01","2023","0088","426","Feb - Mar Index Interval (Irrigated)","FEBMARIRR","","8/24/2022",""
"A00510","01","2023","0088","431","Jul - Aug Index Interval (Irrigated)","JULAUGIRR","","8/24/2022",""
"A00510","01","2023","0088","469","May - Jun Index Interval (Irr) (OC)","MAYJUNIROC","","8/30/2022",""
"A00510","01","2023","0088","471","Jul - Aug Index Interval (Irr) (OC)","JULAUGIROC","","8/30/2022",""
"A00510","01","2023","0088","472","Aug - Sep Index Interval (Irr) (OC)","AUGSEPIROC","","8/30/2022",""
"A00510","01","2023","0088","492","Aug - Sep Index Interval (Irr) (OT)","AUGSEPIROT","","8/30/2022",""
"A00510","01","2023","0088","528","Apr - May Index Interval (Non-Irrigated)","APRMAYNIRR","","8/24/2022",""
"A00510","01","2023","0088","565","Jan - Feb Index Interval (Non-Irr) (OC)","JANFEBNIOC","","8/24/2022",""
"A00510","01","2023","0088","571","Jul - Aug Index Interval (Non-Irr) (OC)","JULAUGNIOC","","8/24/2022",""
"A00510","01","2023","0088","586","Feb - Mar Index Interval (Non-Irr) (OT)","FEBMARNIOT","","8/24/2022",""
"A00510","01","2023","0088","587","Mar - Apr Index Interval (Non-Irr) (OT)","MARAPRNIOT","","8/24/2022",""
"A00510","01","2023","0088","590","Jun - Jul Index Interval (Non-Irr) (OT)","JUNJULNIOT","","8/24/2022",""
"A00510","01","2023","0088","591","Jul - Aug Index Interval (Non-Irr) (OT)","JULAUGNIOT","","8/24/2022",""
"A00510","01","2023","0088","625","Jan - Feb Index Interval","JAN-FEBINT","","8/24/2022",""
"A00510","01","2023","0088","634","Oct - Nov Index Interval","OCT-NOVINT","","8/24/2022",""
"A00510","01","2023","0089","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0091","003","Non-Irrigated","NON IRR","","6/17/2022",""
"A00510","01","2023","0091","005","Summerfallow","SUMRFALLOW","","6/17/2022",""
"A00510","01","2023","0091","718","Summerfallow(OT)","SUMFALL OT","","6/17/2022",""
"A00510","01","2023","0092","003","Non-Irrigated","NON IRR","","8/9/2022",""
"A00510","01","2023","0092","714","Organic(Transitional) Non-Irr.","NON-IRROT","","8/9/2022",""
"A00510","01","2023","0093","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0094","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0102","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0105","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0105","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0107","960","Established Stand (Irr)(OT)","EI OT","","6/17/2022",""
"A00510","01","2023","0114","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0114","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0116","027","Grow-Out Round Pen","GOROUNDPEN","","8/9/2022",""
"A00510","01","2023","0132","984","Spring Planted Irrigated(OT)","SPI OT","","11/16/2022",""
"A00510","01","2023","0147","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0147","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0154","971","Winter Planted with Frost Protection Irr.(OC)","WPFIOC","","4/7/2022",""
"A00510","01","2023","0154","972","Winter Planted with Frost Protection Irr.(OT)","WPFIOT","","4/7/2022",""
"A00510","01","2023","0154","977","Winter Planted Irrigated(OC)","WPI OC","","4/7/2022",""
"A00510","01","2023","0154","978","Winter Planted Irrigated(OT)","WPI OT","","4/7/2022",""
"A00510","01","2023","0158","702","Organic(Certified) Irr.","IRR OC","","6/24/2022",""
"A00510","01","2023","0158","716","Continuous Cropping(OT)","CONTCROPOT","","6/24/2022",""
"A00510","01","2023","0158","717","Summerfallow(OC)","SUMFALL OC","","6/24/2022",""
"A00510","01","2023","0184","272","Standard Density Stage 2 (Irr) (OC)","SDS2IOC","","12/21/2022",""
"A00510","01","2023","0184","281","High Density Stage 3 (Irr) (OC)","HDS3IOC","","12/21/2022",""
"A00510","01","2023","0184","282","High Density Stage 3 (Irr) (OT)","HDS3IOT","","12/21/2022",""
"A00510","01","2023","0201","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0202","065","Standard Density","STDDNY","","8/9/2022",""
"A00510","01","2023","0202","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","0202","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0202","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0203","066","High Density","HGHDNY","","8/9/2022",""
"A00510","01","2023","0203","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0203","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0208","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0208","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0209","250","Standard Density (Irrigated)","STDIR","","8/9/2022",""
"A00510","01","2023","0209","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0210","254","High Density (Irrigated) (OC)","HDIOC","","6/17/2022",""
"A00510","01","2023","0210","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0211","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0211","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0213","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0214","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0214","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0220","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0221","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0223","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0223","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0227","165","Standard Density","STDDNY","","12/21/2022",""
"A00510","01","2023","0227","166","High Density","HGHDNY","","12/21/2022",""
"A00510","01","2023","0227","284","Standard Density (OT)","STDDNY OT","","8/9/2022",""
"A00510","01","2023","0227","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","0227","384","Standard Density (OT)","STDDNY OT","","12/21/2022",""
"A00510","01","2023","0230","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0231","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0232","997","No Practice Specified","NPS","","11/23/2022",""
"A00510","01","2023","0234","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0235","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0235","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0235","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0236","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0236","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0255","016","Early Harvest Period","EARLY HARV","","8/9/2022",""
"A00510","01","2023","0256","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0266","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0267","724","No Practice Specified (OT)","NPS OT","","8/9/2022",""
"A00510","01","2023","0284","002","Irrigated","IRRIGATED","","12/21/2022",""
"A00510","01","2023","0308","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0309","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0309","286","High Density (OT)","HGHDNY OT","","8/9/2022",""
"A00510","01","2023","0309","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0332","658","GS-4 Oct - Nov Index Interval","GS4OCT-NOV","","4/26/2022",""
"A00510","01","2023","0332","660","GS-1 Dec - Jan Index Interval","GS1DEC-JAN","","4/26/2022",""
"A00510","01","2023","0332","661","GS-2 Dec - Jan Index Interval","GS2DEC-JAN","","4/26/2022",""
"A00510","01","2023","0332","665","GS-2 Feb - Mar Index Interval","GS2FEB-MAR","","4/26/2022",""
"A00510","01","2023","0332","669","GS-3 Apr - May Index Interval","GS3APR-MAY","","4/26/2022",""
"A00510","01","2023","0332","672","GS-3 Jun - Jul Index Interval","GS3JUN-JUL","","4/26/2022",""
"A00510","01","2023","0332","673","GS-4 Jun - Jul Index Interval","GS4JUN-JUL","","4/26/2022",""
"A00510","01","2023","0332","674","GS-3 Jul - Aug Index Interval","GS3JUL-AUG","","4/26/2022",""
"A00510","01","2023","0332","678","GS-1 Sep - Mar Index Interval","GS1SEP-MAR","","4/26/2022",""
"A00510","01","2023","0334","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0334","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0396","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","0396","713","Organic(Certified) Non-Irr.","NON-IRROC","","11/16/2022",""
"A00510","01","2023","0470","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0501","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0501","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0501","256","Super High Density (Irrigated)","SHDIR","","8/9/2022",""
"A00510","01","2023","0501","257","Super High Density (Irrigated) (OC)","SHIOC","","8/9/2022",""
"A00510","01","2023","0801","207","Endorsement Ending in July Yr1","EEJULY1","","4/28/2022",""
"A00510","01","2023","0801","211","Endorsement Ending in November Yr1","EENOVY1","","4/28/2022",""
"A00510","01","2023","0801","212","Endorsement Ending in December Yr1","EEDECY1","","4/28/2022",""
"A00510","01","2023","0801","301","Endorsement Ending in January Yr2","EEJANY2","","4/28/2022",""
"A00510","01","2023","0801","303","Endorsement Ending in March Yr2","EEMARY2","","4/28/2022",""
"A00510","01","2023","0801","305","Endorsement Ending in May Yr2","EEMAYY2","","4/28/2022",""
"A00510","01","2023","0801","309","Endorsement Ending in September Yr2","EESPTY2","","4/28/2022",""
"A00510","01","2023","0801","310","Endorsement Ending in October Yr2","EEOCTY2","","4/28/2022",""
"A00510","01","2023","0802","211","Endorsement Ending in November Yr1","EENOVY1","","4/28/2022",""
"A00510","01","2023","0803","901","Jan. - Nov. Insurance Period","JAN-NOVINS","","4/28/2022",""
"A00510","01","2023","0803","903","Mar. - Jan. Insurance Period","MAR-JANINS","","4/28/2022",""
"A00510","01","2023","0803","907","July - May. Insurance Period","JUL-MAYINS","","4/28/2022",""
"A00510","01","2023","0803","912","Dec. - Oct. Insurance Period","DEC-OCTINS","","4/28/2022",""
"A00510","01","2023","0815","210","Endorsement Ending in October Yr1","EEOCTY1","","4/28/2022",""
"A00510","01","2023","0815","302","Endorsement Ending in February Yr2","EEFEBY2","","4/28/2022",""
"A00510","01","2023","0815","801","Jan. - June Insurance Period","JAN-JUNINS","","4/28/2022",""
"A00510","01","2023","0815","802","Feb. - July Insurance Period","FEB-JULINS","","4/28/2022",""
"A00510","01","2023","0815","810","Oct. - Mar. Insurance Period","OCT-MARINS","","4/28/2022",""
"A00510","01","2023","0815","811","Nov. - Apr. Insurance Period","NOV-APRINS","","4/28/2022",""
"A00510","01","2023","0830","801","Oct - Dec/Yr1 - Qtr4","OCTDECY1Q4","","4/28/2022",""
"A00510","01","2023","0830","806","Jan - Mar/Yr3 - Qtr1","JANMARY3Q1","","4/28/2022",""
"A00510","01","2023","0847","902","Feb. - Dec. Insurance Period","FEB-DECINS","","4/28/2022",""
"A00510","01","2023","0847","903","Mar. - Jan. Insurance Period","MAR-JANINS","","4/28/2022",""
"A00510","01","2023","0847","906","Jun. - Apr. Insurance Period","JUN-APRINS","","4/28/2022",""
"A00510","01","2023","1010","007","Field Grown","FLDGRN","","4/7/2022",""
"A00510","01","2023","1010","008","Container","CNTNR","","4/7/2022",""
"A00510","01","2023","1191","625","Jan - Feb Index Interval","JAN-FEBINT","","8/24/2022",""
"A00510","01","2023","1191","628","Apr - May Index Interval","APR-MAYINT","","8/24/2022",""
"A00510","01","2023","1191","629","May - Jun Index Interval","MAY-JUNINT","","8/24/2022",""
"A00510","01","2023","1191","635","Nov - Dec Index Interval","NOV-DECINT","","8/24/2022",""
"A00510","01","2023","1218","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","1218","702","Organic(Certified) Irr.","IRR OC","","11/16/2022",""
"A00510","01","2023","1218","784","Transplant Floral Irr. (OT)","TPFIOT","","11/16/2022",""
"A00510","01","2023","1218","786","Transplant Whole Plant Irr. (OT)","TPWPIOT","","11/16/2022",""
"A00510","01","2023","1302","066","High Density","HGHDNY","","8/9/2022",""
"A00510","01","2023","1302","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","1302","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","6000","310","Container (Irr) (HP1) (OC)","CTIRRHP1OC","","8/30/2022",""
